Customer ID,Recency,Frequency,Monetary,Cluster,Customer Segment,DBSCAN_Cluster,GMM_Cluster,Churn
12488.0,10,3,7674.63,4,New Customers,0,4,0
12489.0,336,1,3332.44,1,Regular,0,5,1
12490.0,5,21,100834.96,0,At Risk,0,2,0
12491.0,39,1,3429.65,4,New Customers,0,5,0
12492.0,63,3,8257.43,4,New Customers,0,4,0
12493.0,166,2,3149.4,4,New Customers,0,0,0
12494.0,16,9,21239.49,4,New Customers,0,4,0
12495.0,641,1,5445.4,1,Regular,0,0,1
12496.0,620,2,135.04,1,Regular,0,0,1
12497.0,82,3,32671.842,4,New Customers,0,2,0
12498.0,21,3,4133.45,4,New Customers,0,4,0
12499.0,560,1,3902.52,1,Regular,0,5,1
12500.0,23,19,37131.311,0,At Risk,0,2,0
12501.0,337,1,15692.960000000001,1,Regular,0,3,1
12502.0,96,5,53301.93,4,New Customers,0,2,0
12503.0,584,1,12431.7,1,Regular,0,0,1
12504.0,18,4,7356.81,4,New Customers,0,4,0
12505.0,409,1,11511.199999999999,1,Regular,0,0,1
12506.0,233,1,314.15,4,New Customers,0,5,1
12507.0,134,4,22266.178,4,New Customers,0,4,0
12508.0,26,2,1587.15,4,New Customers,0,4,0
12509.0,284,1,1811.5,1,Regular,0,5,1
12510.0,143,9,319717.6835,0,At Risk,-1,3,0
12511.0,429,1,10589.43,1,Regular,0,0,1
12512.0,66,2,502.81,4,New Customers,0,4,0
12513.0,113,1,5182.98,4,New Customers,0,0,0
12514.0,267,2,5741.456,4,New Customers,0,0,1
12515.0,353,1,6442.75,1,Regular,0,0,1
12516.0,78,4,32626.768,4,New Customers,0,2,0
12517.0,28,5,19226.81,4,New Customers,0,4,0
12518.0,1,5,18171.16,4,New Customers,0,4,0
12519.0,64,2,7894.16,4,New Customers,0,4,0
12520.0,79,5,25339.39,4,New Customers,0,2,0
12521.0,143,1,5301.33,4,New Customers,0,0,0
12522.0,39,2,2445.07,4,New Customers,0,4,0
12523.0,19,23,34444.28,0,At Risk,0,2,0
12524.0,9,17,107887.066,0,At Risk,0,2,0
12525.0,498,3,8831.58,1,Regular,0,0,1
12526.0,1,3,12519.05,4,New Customers,0,4,0
12527.0,82,5,3420.81,4,New Customers,0,4,0
12528.0,9,6,22836.4,4,New Customers,0,2,0
12529.0,528,1,1429.78,1,Regular,0,5,1
12530.0,60,9,38286.2,4,New Customers,0,2,0
12531.0,15,2,15419.19,4,New Customers,0,4,0
12532.0,30,1,2773.77,4,New Customers,0,5,0
12533.0,628,2,12264.619999999999,1,Regular,0,0,1
12534.0,131,1,9273.25,4,New Customers,0,4,0
12535.0,92,2,2906.95,4,New Customers,0,0,0
12536.0,43,3,1621534.0720000004,5,VIP,-1,3,0
12537.0,409,1,8365.98,1,Regular,0,0,1
12538.0,29,2,2798.2,4,New Customers,0,4,0
12539.0,22,7,43867.47,4,New Customers,0,2,0
12540.0,20,33,231935.49,0,At Risk,-1,3,0
12541.0,30,3,11418.53,4,New Customers,0,4,0
12542.0,484,2,1540.75,1,Regular,0,0,1
12543.0,448,1,10368.7,1,Regular,0,0,1
12544.0,36,1,4151.68,4,New Customers,0,4,0
12545.0,75,2,12298.05,4,New Customers,0,4,0
12546.0,47,2,11264.6,4,New Customers,0,4,0
12547.0,198,3,5380.74,4,New Customers,0,0,1
12548.0,166,1,1735.4,4,New Customers,0,5,0
12549.0,576,6,5434.84,1,Regular,0,0,1
12550.0,79,1,11313.57,4,New Customers,0,4,0
12551.0,358,1,1104.5,1,Regular,0,5,1
12552.0,39,2,7849.91,4,New Customers,0,4,0
12553.0,8,12,47298.62,4,New Customers,0,2,0
12554.0,449,1,5784.17,1,Regular,0,0,1
12555.0,682,1,3928.592,1,Regular,0,5,1
12556.0,50,2,2660.7400000000002,4,New Customers,0,4,0
12557.0,16,8,143254.598,4,New Customers,0,3,0
12558.0,8,1,1116.64,4,New Customers,0,5,0
12559.0,311,2,4222.33,1,Regular,0,0,1
12560.0,5,3,18928.79,4,New Customers,0,2,0
12561.0,303,1,1329.9,1,Regular,0,5,1
12562.0,8,9,48243.43,4,New Customers,0,2,0
12563.0,409,1,2971.2,1,Regular,0,5,1
12564.0,261,1,4502.1,4,New Customers,0,0,1
12565.0,289,1,446.28000000000003,1,Regular,0,5,1
12566.0,86,1,3835.02,4,New Customers,0,5,0
12567.0,23,15,95755.56,4,New Customers,0,2,0
12568.0,645,1,1129.1,1,Regular,0,5,1
12569.0,2,32,63703.82,0,At Risk,0,2,0
12570.0,682,1,2480.64,1,Regular,0,5,1
12571.0,40,2,2116.32,4,New Customers,0,4,0
12572.0,9,2,10135.91,4,New Customers,0,4,0
12573.0,227,5,2761.7,4,New Customers,0,0,1
12574.0,316,1,2507.8,1,Regular,0,5,1
12575.0,457,2,5570.81,1,Regular,0,0,1
12576.0,36,8,11791.18,4,New Customers,0,4,0
12577.0,35,8,6362.56,4,New Customers,0,4,0
12578.0,21,4,48147.38,4,New Customers,0,2,0
12579.0,78,1,4253.33,4,New Customers,0,4,0
12580.0,247,2,9517.0,4,New Customers,0,0,1
12581.0,40,1,1529.18,4,New Customers,0,5,0
12582.0,239,4,16388.79,4,New Customers,0,0,1
12583.0,3,27,110043.74,0,At Risk,0,2,0
12584.0,4,9,19847.74,4,New Customers,0,4,0
12585.0,234,2,18030.744,4,New Customers,0,3,1
12586.0,17,4,9286.855,4,New Customers,0,4,0
12587.0,8,1,2972.8,4,New Customers,0,5,0
12588.0,39,4,15863.03,4,New Customers,0,4,0
12589.0,29,8,234511.13749999998,4,New Customers,-1,3,0
12590.0,211,2,72154.49,4,New Customers,0,3,1
12591.0,317,3,15817.300000000001,1,Regular,0,0,1
12592.0,92,5,151798.287,4,New Customers,0,3,0
12593.0,109,3,3391.3,4,New Customers,0,0,0
12594.0,38,15,33273.26,4,New Customers,0,2,0
12595.0,505,1,1941.78,1,Regular,0,5,1
12596.0,51,2,10204.34,4,New Customers,0,4,0
12597.0,19,4,44337.08,4,New Customers,0,2,0
12598.0,10,11,34344.33,4,New Customers,0,2,0
12599.0,29,13,22211.06,4,New Customers,0,4,0
12600.0,29,21,54583.74,0,At Risk,0,2,0
12601.0,190,6,7732.67,4,New Customers,0,0,1
12602.0,59,1,389.84,4,New Customers,0,5,0
12603.0,22,1,9839.34,4,New Customers,0,4,0
12604.0,79,2,2237.56,4,New Customers,0,4,0
12605.0,376,4,10062.25,1,Regular,0,0,1
12606.0,682,1,672.0,1,Regular,0,5,1
12607.0,60,1,6170.73,4,New Customers,0,4,0
12608.0,405,1,1745.534,1,Regular,0,5,1
12609.0,78,9,34366.77,4,New Customers,0,2,0
12610.0,23,5,25318.68,4,New Customers,0,2,0
12611.0,52,1,4394.6,4,New Customers,0,4,0
12612.0,74,1,2972.61,4,New Customers,0,5,0
12613.0,57,10,55840.49,4,New Customers,0,2,0
12614.0,278,1,1338.55,1,Regular,0,5,1
12615.0,2,8,42981.552,4,New Customers,0,2,0
12616.0,95,3,9512.7,4,New Customers,0,4,0
12617.0,29,1,1168.67,4,New Customers,0,5,0
12618.0,22,1,2660.57,4,New Customers,0,5,0
12619.0,16,10,102303.07800000001,4,New Customers,0,2,0
12620.0,15,3,6571.64,4,New Customers,0,4,0
12621.0,2,35,206853.052,0,At Risk,0,3,0
12622.0,232,1,1750.5,4,New Customers,0,5,1
12623.0,276,7,37254.77,4,New Customers,0,3,1
12624.0,106,2,6114.87,4,New Customers,0,0,0
12625.0,212,4,44164.04,4,New Customers,0,3,1
12626.0,23,9,58604.36,4,New Customers,0,2,0
12627.0,11,7,39760.2,4,New Customers,0,2,0
12628.0,4,3,5294.66,4,New Customers,0,4,0
12629.0,386,2,22259.08,1,Regular,0,3,1
12630.0,10,2,16069.68,4,New Customers,0,4,0
12631.0,57,6,24424.94,4,New Customers,0,2,0
12632.0,521,2,7252.46,1,Regular,0,0,1
12633.0,59,7,48828.92,4,New Customers,0,2,0
12634.0,536,2,7999.3,1,Regular,0,0,1
12635.0,90,4,25975.34,4,New Customers,0,2,0
12636.0,739,1,7099.349999999999,1,Regular,0,0,1
12637.0,67,12,42332.12,4,New Customers,0,2,0
12638.0,33,2,14517.09,4,New Customers,0,4,0
12639.0,239,3,17309.52,4,New Customers,0,0,1
12640.0,24,3,14133.09,4,New Customers,0,4,0
12641.0,115,1,2661.35,4,New Customers,0,5,0
12642.0,25,3,9595.24,4,New Customers,0,4,0
12643.0,128,12,57623.021,4,New Customers,0,3,0
12644.0,130,4,9623.87,4,New Customers,0,0,0
12645.0,34,8,29565.73,4,New Customers,0,2,0
12646.0,5,2,5850.9800000000005,4,New Customers,0,4,0
12647.0,22,36,211422.5525,0,At Risk,0,3,0
12648.0,155,4,8596.42,4,New Customers,0,0,0
12649.0,107,8,18451.23,4,New Customers,0,4,0
12650.0,3,1,4703.24,4,New Customers,0,4,0
12651.0,335,4,1776.25,1,Regular,0,0,1
12652.0,331,2,21035.08,1,Regular,0,3,1
12653.0,149,3,16799.932,4,New Customers,0,4,0
12654.0,11,5,5801.77,4,New Customers,0,4,0
12655.0,424,1,1993.3,1,Regular,0,5,1
12656.0,17,8,59574.38,4,New Customers,0,2,0
12657.0,11,4,17580.15,4,New Customers,0,4,0
12658.0,19,1,5566.11,4,New Customers,0,4,0
12659.0,30,1,1175.04,4,New Customers,0,5,0
12660.0,11,1,1792.2,4,New Customers,0,5,0
12661.0,436,1,692.4,1,Regular,0,5,1
12662.0,1,20,57354.83,0,At Risk,0,2,0
12663.0,625,2,3396.3,1,Regular,0,0,1
12664.0,8,11,80199.242,4,New Customers,0,2,0
12665.0,325,3,4079.4,1,Regular,0,0,1
12666.0,394,1,7614.64,1,Regular,0,0,1
12667.0,58,1,10180.6,4,New Customers,0,4,0
12668.0,12,10,116462.08,4,New Customers,0,2,0
12669.0,151,3,233912.35499999998,4,New Customers,-1,3,0
12670.0,10,7,30614.93,4,New Customers,0,2,0
12671.0,606,1,11355.477,1,Regular,0,0,1
12672.0,330,2,3602.25,1,Regular,0,0,1
12673.0,5,3,9998.63,4,New Customers,0,4,0
12674.0,39,4,13439.84,4,New Customers,0,4,0
12675.0,554,2,7522.71,1,Regular,0,0,1
12676.0,25,11,35154.4,4,New Customers,0,2,0
12677.0,555,2,3682.5,1,Regular,0,0,1
12678.0,42,21,226417.232,0,At Risk,0,3,0
12679.0,59,4,13314.14,4,New Customers,0,4,0
12680.0,1,4,7836.96,4,New Customers,0,4,0
12681.0,15,45,273561.252,0,At Risk,-1,3,0
12682.0,4,52,211655.5485,0,At Risk,-1,3,0
12683.0,4,21,106439.23,0,At Risk,0,2,0
12684.0,8,7,23121.7,4,New Customers,0,2,0
12685.0,28,6,26381.65,4,New Customers,0,2,0
12686.0,372,1,1207.74,1,Regular,0,5,1
12687.0,481,2,21579.58,1,Regular,0,3,1
12688.0,114,1,19570.445,4,New Customers,0,4,0
12689.0,26,2,10230.77,4,New Customers,0,4,0
12690.0,206,1,4105.19,4,New Customers,0,5,1
12691.0,28,7,11138.6,4,New Customers,0,4,0
12692.0,637,1,386.0,1,Regular,0,5,1
12693.0,127,7,21275.94,4,New Customers,0,4,0
12694.0,70,3,15596.54,4,New Customers,0,4,0
12695.0,7,7,10324.62,4,New Customers,0,4,0
12696.0,435,2,9988.09,1,Regular,0,0,1
12697.0,29,3,13419.98,4,New Customers,0,4,0
12698.0,590,1,4178.3,1,Regular,0,5,1
12699.0,418,1,6053.64,1,Regular,0,0,1
12700.0,8,4,38797.02,4,New Customers,0,2,0
12701.0,80,6,18620.36,4,New Customers,0,4,0
12702.0,20,1,1769.8500000000001,4,New Customers,0,5,0
12703.0,71,4,9233.58,4,New Customers,0,4,0
12704.0,7,8,38849.684,4,New Customers,0,2,0
12705.0,15,14,80598.56,4,New Customers,0,2,0
12707.0,292,1,2379.81,1,Regular,0,5,1
12708.0,30,18,48055.45,0,At Risk,0,2,0
12709.0,15,34,184216.418,0,At Risk,0,3,0
12710.0,97,3,10756.74,4,New Customers,0,4,0
12711.0,612,2,11265.34,1,Regular,0,0,1
12712.0,29,21,62178.185,0,At Risk,0,2,0
12713.0,1,1,6373.21,4,New Customers,0,4,0
12714.0,9,12,119963.6,4,New Customers,0,2,0
12715.0,106,1,5799.18,4,New Customers,0,4,0
12716.0,4,2,8732.78,4,New Customers,0,4,0
12717.0,151,3,16818.79,4,New Customers,0,4,0
12718.0,71,1,2683.86,4,New Customers,0,5,0
12719.0,5,2,5438.2,4,New Customers,0,4,0
12720.0,3,30,77969.1,0,At Risk,0,2,0
12721.0,32,8,35720.9,4,New Customers,0,2,0
12722.0,85,4,5364.44,4,New Customers,0,0,0
12723.0,4,5,3087.28,4,New Customers,0,4,0
12724.0,5,7,21813.98,4,New Customers,0,2,0
12725.0,371,4,26693.85,1,Regular,0,3,1
12726.0,28,11,30926.52,4,New Customers,0,2,0
12727.0,11,10,58224.1,4,New Customers,0,2,0
12728.0,71,5,11410.66,4,New Customers,0,4,0
12729.0,114,1,3240.48,4,New Customers,0,5,0
12730.0,522,1,8463.4,1,Regular,0,0,1
12731.0,24,17,143413.22400000002,0,At Risk,0,2,0
12732.0,180,1,1801.28,4,New Customers,0,5,0
12733.0,234,4,10634.64,4,New Customers,0,0,1
12734.0,353,3,4054.8250000000003,1,Regular,0,0,1
12735.0,315,2,7466.92,1,Regular,0,0,1
12736.0,333,1,5454.0,1,Regular,0,0,1
12737.0,499,2,696884.9249999999,1,Regular,-1,3,1
12738.0,372,1,1598.7,1,Regular,0,5,1
12739.0,78,4,60128.21,4,New Customers,0,2,0
12740.0,64,1,1593.9,4,New Customers,0,5,0
12741.0,529,2,9559.52,1,Regular,0,0,1
12742.0,626,1,5081.66,1,Regular,0,0,1
12743.0,134,2,2048.15,4,New Customers,0,0,0
12744.0,52,11,2416649.353,5,VIP,-1,3,0
12745.0,487,3,18003.448,1,Regular,0,0,1
12746.0,541,1,921.4,1,Regular,0,5,1
12747.0,2,26,52498.78,0,At Risk,0,2,0
12748.0,1,336,915771.7015,3,Loyal,-1,3,0
12749.0,4,9,27463.855,4,New Customers,0,2,0
12750.0,129,1,945.4599999999999,4,New Customers,0,5,0
12751.0,445,1,1014.22,1,Regular,0,5,1
12752.0,81,1,24308.956000000002,4,New Customers,0,2,0
12753.0,23,6,78026.8185,4,New Customers,0,2,0
12754.0,236,3,10772.35,4,New Customers,0,0,1
12755.0,281,11,19325.89,4,New Customers,0,3,1
12756.0,87,1,478.8,4,New Customers,0,5,0
12757.0,16,13,718698.43,0,At Risk,-1,3,0
12758.0,117,7,51591.31,4,New Customers,0,3,0
12759.0,52,8,40559.03,4,New Customers,0,2,0
12760.0,456,1,2745.88,1,Regular,0,5,1
12761.0,458,2,10372.7,1,Regular,0,0,1
12762.0,8,2,18308.94,4,New Customers,0,2,0
12763.0,138,2,1842.54,4,New Customers,0,0,0
12764.0,317,1,8016.14,1,Regular,0,0,1
12765.0,472,6,10040.46,1,Regular,0,0,1
12766.0,4,9,77502.78,4,New Customers,0,2,0
12767.0,376,1,3202.1800000000003,1,Regular,0,5,1
12768.0,451,1,671.88,1,Regular,0,5,1
12769.0,239,1,5768.7300000000005,4,New Customers,0,0,1
12770.0,211,2,12266.25,4,New Customers,0,0,1
12771.0,486,1,3763.35,1,Regular,0,5,1
12772.0,60,1,10227.35,4,New Customers,0,4,0
12773.0,564,1,362.52,1,Regular,0,5,1
12774.0,536,1,1156.5,1,Regular,0,5,1
12775.0,17,7,13150.380000000001,4,New Customers,0,4,0
12776.0,668,1,1604.5,1,Regular,0,5,1
12777.0,458,1,2413.0,1,Regular,0,5,1
12778.0,20,9,18065.46,4,New Customers,0,4,0
12779.0,38,14,26519.37,4,New Customers,0,2,0
12780.0,599,1,1953.6399999999999,1,Regular,0,5,1
12781.0,64,2,4901.88,4,New Customers,0,4,0
12782.0,5,11,54075.1,4,New Customers,0,2,0
12783.0,2,6,142032.75400000002,4,New Customers,0,3,0
12784.0,9,3,19242.89,4,New Customers,0,2,0
12785.0,364,3,14634.25,1,Regular,0,0,1
12786.0,610,1,5940.0,1,Regular,0,0,1
12787.0,10,4,6583.76,4,New Customers,0,4,0
12788.0,463,4,4857.9,1,Regular,0,0,1
12789.0,65,3,2997.7,4,New Customers,0,4,0
12790.0,192,2,4506.65,4,New Customers,0,0,1
12791.0,374,6,31674.818,1,Regular,0,3,1
12792.0,257,2,8508.68,4,New Customers,0,0,1
12793.0,335,3,11228.46,1,Regular,0,0,1
12794.0,53,2,2941.39,4,New Customers,0,4,0
12795.0,19,1,6902.87,4,New Customers,0,4,0
12796.0,628,1,4632.0,1,Regular,0,0,1
12797.0,366,2,6519.27,1,Regular,0,0,1
12798.0,10,4,30596.904,4,New Customers,0,2,0
12799.0,529,1,665.15,1,Regular,0,5,1
12800.0,470,3,6969.0,1,Regular,0,0,1
12801.0,501,1,13275.03,1,Regular,0,0,1
12802.0,187,7,22636.83,4,New Customers,0,4,1
12803.0,393,1,7598.94,1,Regular,0,0,1
12804.0,466,2,1116.06,1,Regular,0,0,1
12805.0,382,4,17836.28,1,Regular,0,0,1
12806.0,435,4,33641.126000000004,1,Regular,0,3,1
12807.0,383,1,5220.1,1,Regular,0,0,1
12808.0,37,5,4674.9,4,New Customers,0,4,0
12809.0,178,3,24017.95,4,New Customers,0,3,0
12810.0,535,2,988.99,1,Regular,0,0,1
12811.0,261,5,11408.3,4,New Customers,0,0,1
12812.0,45,1,977.48,4,New Customers,0,5,0
12813.0,502,3,9522.2,1,Regular,0,0,1
12814.0,102,1,2463.68,4,New Customers,0,5,0
12815.0,148,2,14091.33,4,New Customers,0,4,0
12816.0,96,2,8559.0,4,New Customers,0,4,0
12817.0,281,3,8639.94,1,Regular,0,0,1
12818.0,262,1,23717.708,4,New Customers,0,3,1
12819.0,458,1,2095.8,1,Regular,0,5,1
12820.0,3,11,11278.67,4,New Customers,0,4,0
12821.0,214,2,1046.3400000000001,4,New Customers,0,0,1
12822.0,71,2,3869.7000000000003,4,New Customers,0,4,0
12823.0,75,18,92646.375,0,At Risk,0,2,0
12824.0,60,1,1479.2,4,New Customers,0,5,0
12825.0,521,2,2320.57,1,Regular,0,0,1
12826.0,3,12,12889.54,4,New Customers,0,4,0
12827.0,6,3,2185.5,4,New Customers,0,4,0
12828.0,3,6,3428.81,4,New Customers,0,4,0
12829.0,337,3,1136.86,1,Regular,0,0,1
12830.0,38,6,28125.168,4,New Customers,0,2,0
12831.0,262,3,1808.88,4,New Customers,0,0,1
12832.0,32,2,1580.22,4,New Customers,0,4,0
12833.0,145,1,1638.5900000000001,4,New Customers,0,5,0
12834.0,283,1,2541.54,1,Regular,0,5,1
12835.0,428,41,50313.72,0,At Risk,-1,3,1
12836.0,59,15,34249.8,4,New Customers,0,2,0
12837.0,173,2,2709.82,4,New Customers,0,0,0
12838.0,34,10,12682.51,4,New Customers,0,4,0
12839.0,3,26,44889.39,0,At Risk,0,2,0
12840.0,144,7,18435.854,4,New Customers,0,4,0
12841.0,5,40,26988.278000000002,0,At Risk,0,2,0
12842.0,70,4,8240.36,4,New Customers,0,4,0
12843.0,66,30,33871.2465,0,At Risk,0,2,0
12844.0,29,4,3034.87,4,New Customers,0,4,0
12845.0,267,4,1093.9,4,New Customers,0,0,1
12846.0,682,1,498.56,1,Regular,0,5,1
12847.0,22,2,5545.5199999999995,4,New Customers,0,4,0
12848.0,676,1,673.05,1,Regular,0,5,1
12849.0,31,6,15496.76,4,New Customers,0,4,0
12850.0,446,1,2508.0,1,Regular,0,5,1
12851.0,97,2,1107.19,4,New Customers,0,0,0
12852.0,295,1,1603.8,1,Regular,0,5,1
12853.0,135,11,21177.58,4,New Customers,0,4,0
12854.0,79,7,11906.220000000001,4,New Customers,0,4,0
12855.0,373,4,2273.87,1,Regular,0,0,1
12856.0,8,6,8277.16,4,New Customers,0,4,0
12857.0,211,6,15706.92,4,New Customers,0,0,1
12858.0,383,1,669.79,1,Regular,0,5,1
12859.0,459,1,3479.5,1,Regular,0,5,1
12860.0,693,1,123.47,1,Regular,0,5,1
12861.0,620,1,260.25,1,Regular,0,5,1
